id,text,label
492,"@CerGamer_ @DewcesUhc Bueno tú eres su perra, no yo.",discredit
493,Porque las mujeres pierden la regla a los 50? Porque necesitan la sangre para las varices.,stereotype
494,"Insisto, maldita la hora en la que, por culpa de los propios peruanos, tengamos un Congreso lleno de escoria. Al... https://t.co/KCJ4uZDEmL",non-sexist
495,"Que horrible verte así Sofi, como te voy a extrañar mi perra loca! Espero que estes en un lugar mejor, y tengas todo lo que mereces!",stereotype
496,Soy un hombre descompuesto cállate perra puta y déjame explicar,dominance
497,@PabloAgustin @barbarammzz @MicaSuarez12 CÁLLATE...PERRA https://t.co/Qm6enxgxls,dominance
498,Mis padres tienen 30 años de casados y 4 hijos y yo ni siquiera puedo enseñarle a mi perra que haga del baño en un sólo lugar.,discredit
499,yo - me picó un animal wey. mi hermana - te lo mereces por zorra.,discredit
500,"Y llega cantando. Lo mato. Que te calles ya hasta la puta gala, que me vas a dar el día #OTDirecto18D",non-sexist
501,LA PUTA MADRE LO Q HABÍA LLORADO XQ ENCIMA LO RE AMABA A RAMA SE MERECÍA EL MUNDO https://t.co/zXG0vg0VgD,non-sexist
502,@JorgeUrielPeal2 @JAIMEXELPINGU7 @YixGamingXD @leandronahuelv5 @AdairGT Tu eres solo mia zorra >:'v💔,dominance
503,@reuvenmx Ya càllate hijo de tu puta perra madre a nadie le importa culero!,non-sexist
504,"Llegue a casa y mi perra haciendo alto escándalo, cállate traidora",dominance
505,@yanina_rubia @LeticiaDolera Escoria seguro es tu puta madre,discredit
506,¿Habéis votadoya a algún hombre del PP? ¡Aunque sea Esperanza el partido vela por nuestro machismo! ¡DALES TU VOTO! #CONFIA,non-sexist
507,"En la perrera de mi corazón, tú eres la perra que más ladra. #BatiArjona",non-sexist
508,Funcionaria denuncia acoso y violación en el Poder Judicial: 'Me violaron una docena de veces' - #AM1080 https://t.co/5N4L5I7KZH https://t.co/9ey5lGEz1r,non-sexist
509,"Ni perra , ni puta, ni zorra nada de esa mierda LA MUJER ES MUJER Y SE RESPETA ASI TENGA MIL NOVIOS Y SE DIVIERTA CON ELLOS COMO SE LE DE LA HPTA GANA :) (Y)",non-sexist
510,me acuerdo cuando le dije en anon callate perra hijueputa JAJAJAJAJAJ,dominance
511,"Lo grave no sólo es el número elevado de denuncias de violencia doméstica, violación y/o acoso sexual, cuando muchas de las víctimas tienen una dependencia económica con los victimarios, el mal manejo de la prensa ante estos casos,",non-sexist
512,@uranioceIoso @iStar57_ Tú eres mi zorra favorita,discredit
513,¿por qué Dios hizo a las mujeres con los pies más pequeños? Para que puedan acercarse más al fregadero.,stereotype
514,Os voy a enseñar una foto muy guarra mia,non-sexist
515,"Subiendo y bajando por mi polla, tu coño estrechito y jugoso, siempre apretado, haciendo una presión que me asfixia y me da placer, quiero correrme dentro de ti https://t.co/oe2JBGcr4Q",sexual_harassment
516,"@chrisgatico CALLATE YEGUA, MALDITA PERRA AHRE",dominance
517,@AjitPaiFCC mereces morirte pedazo de mierda hijo de puta ojalá te entren un millón de tumores en el p uto cerebro hijo de la gran zorra.,non-sexist
518,Miriam se merecía una canción decente para bordarlo y es que la perra lo ha bordado y se ha quedado tan tranqui! #OTGala8,discredit
519,La zorra de @laufer4 riéndose en la cara de mica mientras lloraba hay la tienen ala careta esa,discredit
520,@_omarm58 Callate Perra. Toda con el nopal en la frente 😂🙄,dominance
521,@LaDivinaDiva Callate maldita perra. O seguro eres un pobre marico detras de un user femenino. Chavista colaborador,non-sexist
522,@ValenARG_tina Sii bb comemela t la meto hasta la garganta y que no puedas respurar por unos segundos,sexual_harassment
523,@SantiagoPovedaM Cállate Perra! 😙,dominance
524,"@AlexaCamejo Cállate puta, si te encanta verme",dominance
525,O sea que aquí normalizas la violación y el acoso y aún así te crees el puto amo? Lo peor de todo es saber que tienes miles de seguidores que te aplauden,discredit
526,Citar un tuit no es acoso Decirle a alguien lo imbécil que es cuando dice una tontería tampoco Hacerle una cuenta parodia para reirse de ella todos lo días pues un poco si la verdad,discredit
527,@azofeminazi Un buen azote! Ayuda RT Movimiento SEMEN. Difundámoslo!!,sexual_harassment
528,Ya era hora coño una puta actuación como se merecía bravo Cepeda. #OTGala9,non-sexist
529,"Sacas mi polla de tu coño y me acabas con tu mano, me tienes a mil y me corro de una forma brutal empapándote con mi leche que llega hasta tu cara, te encanta https://t.co/Sp6EYKUnHp",sexual_harassment
530,"@juanfecid Soy pejezombie animal, si soy el lider de los pendejos y tu eres mi perra, eso que te hace a tí? 😂😂😂😂😂😂",derailing
531,Que Las Mujeres Son Perras🐶 o.O ? No Parcero No Hay Mujer Perra🐶 Sino Cansada De Que Un Hombre No Le Demuestre... https://t.co/ScXTRGZHdn,stereotype
532,@keyawnce @manicalvie Cállate puta barata,dominance
533,"'Todas las mujeres son fuertes' Dicen las que lloran porque un tipo gordo en una pantalla la llamo puta, pero dejando eso de lado, hay que ser muy rastrera para usar las violaciones y el maltrato para ganar en un tema donde no tienen nada que ver. https://t.co/lYFKpUFStn",discredit
534,"@laverde1976 Podrá sentir lo que usted quiera, pero no es violación ni acoso sexual. Y es usted quien debe detenerlo.",non-sexist
536,@GI0RGIELL0 cállate perra! unas birras después de toda la mierda familiar navideña?,dominance
537,@g23_o Cállate perra de Twitter,dominance
538,Una morra puso su foto de perfil donde sale bieeeeeen perra enseñando chicheee y nalga... Pero alvvvvvvvv las patas de hobitt que pedooooooooo,discredit
539,Sacar a un imbécil borracho no es la mejor idea para acreditar la realidad del acoso que practican los golpistas de la estelada. https://t.co/SVF5zLapb2,non-sexist
540,@anaisbernal Esto no puede ser ni puta vergüenza tienen estos jueces,non-sexist
541,"@IrantzuVarela Una puta guerra, es una puta guerra. Tu frase, mi frase del siglo.",non-sexist
542,"Lo que más deseo en 2018 es que se acaben la violación de género, que no haya acoso verbal ni sexual. Que se nos respete como somos y que no se nos descrimine por como somos o como vamos vestidas #NosQueremosVivas",non-sexist
543,@LTLucasT Parece que ya se te pego lo imbecil de la algunas unidades de twitter.,non-sexist
544,Si a mi se me ocurre enseñar por twitter una conversación de whatsap con mi madre me manda a dormir a la caseta de mi perra.,non-sexist
545,@feminiciD10S @jimenaofficial Callate hijo de tu puta madre una mas con jimena y te parto tu madre,non-sexist
546,"Ves pues si denunciamos el acoso sexual y la violación sexual, acabaremos con la especie humana... lo mismo dijeron del voto femenino, la unión marital y el lenguage incluyente claro está! https://t.co/u3ZoTEGPZm",non-sexist
547,"@TowandaRebels Justamente los violadores son la escoria de los hombres, la forma más baja de vida animal",non-sexist
548,"@Relatofeminista Hay que ser un verdadero imbécil para hacer 'bromas' con un asunto tan serio como el acoso callejero, y encima se creerá gracioso y todo pfff",non-sexist
549,"Ahhh claro, captas eso pero no todos los malditos palos que te tiro y andas con el que 'te boludean', te pego o lo hace alguien más?",non-sexist
550,Matt Damon critica campaña contra el acoso y la violación sexual - La Prensa de Honduras https://t.co/GYtXQtZoj0,non-sexist
551,Dice que las mujeres son lo mejor pero las trata de PERRA😕,discredit
552,"Lo malo del tema de acosos sexual que se da en TODOS lados… es simple… abuso físico, violación o coacción son un delito… PERO!!! El coqueteo insistente o torpe no lo es, ni es la caballerosidad una agresión machista… Pero la exageración sensacionalista es lo de hoy ¿no?",non-sexist
553,Comemela XDDD y la cara también!! 🤣🤣🤣🤣🤣 — No nos pasemos 👀 https://t.co/t3o5yHY0zb,non-sexist
554,-¿Porque la esatua de la libertad es mujer? -Porque se nescesitaba una cabeza hueca para hacer un mirador,non-sexist
555,@Emily_Guadiana1 @PPTeamKaren YA CALLATE PERRA PLIS,dominance
556,Aguante la represión la puta madre!!! A estos negros de mierda hay que cagarlos a palos y enseñarles quien manda!,non-sexist
557,“Voy a enseñarle a esta perra como se trata a un hombre” LMAO IN LOVE WITH EL TITI 😂,dominance
558,"¿Ves que tu coño me importe? Cómete mi polla, basura https://t.co/ht02KyYWZh",sexual_harassment
559,"toda la razón,tatita. Las mujeres son minoría (sucias perras) y el acoso es irrelevante (sucias feminazis) 🙄🤦 https://t.co/p73b0gasou",discredit
560,@quieromamarpene @calenton_madrid @Pito_maricon_ Vas a sentir como sé mueve mí polla en tú culo de putita para qué veas que tú amo no sé olvida nunca de darte tú ración de leche en ese maravilloso culo peludo de putita,sexual_harassment
561,@erickorni0 Cállate perra. Jajaja Lera. No. Aún no se la parto. Digo la partimos. 🙊,dominance
562,@Tomichillado @agusbertin_ Sos un hijo de puta pero te mereces q te de un sanguche de milanesa,non-sexist
563,@HenriFalconLara No digas nada que tú eres cómplice de lo que está pasando... y recuerda seguirás siendo la perra más perra de Venezuela,non-sexist
564,@ElInformanteMX @Cabify_Mexico Pinche bastardo ojalá un dia me lo tope para enseñarle a no ser un hijo de su puta madre,non-sexist
565,@diegobranca Cállate pedazo de hijo de puta lacras como me gustaría encontrarte Sorete mal cagado esta noche te busco por América bancatela Cagon,non-sexist
566,@jcastle1995 mejor cállate perra lmao,discredit
567,@BrokenDreamss__ Mina: ¡YO QUE CARAJOS SE! ¡NO TENGO NI PUTA IDEA DEL PORQUE ME QUIEREN A MI! ¡HASTA PIENSO QUE TU ERES MUCHO MEJOR QUE YO!,non-sexist
568,"O me convertí en vampiro y la luz solar está comenzando a provocar efectos terribles para mi salud, o esta goma está perra.",non-sexist
569,"Ven, comemela y cállate ya",dominance
570,DEJA DE TUITEAR HIJA DE PUTA ESCUCHA LOS ARGUMENTOS QUE LUEGO TE VAS A QUEDAR CALLADA FUJIMIERDA DEL CARAJO https://t.co/np9RAv5auI,discredit
571,@Ahrizorrita9 Mmm... Cuidarte y follarte con ganas y llenar tu coño con harto semen,sexual_harassment
572,@GonzalezRafi @LeticiaDolera Hijo de puta tu puta madre! Aprende a leer y luego lee mi comentario de nuevo....y entonces me dices donde digo yo que está justificado. He dicho que eso explica que algunos se vuelvan locos..Que no es lo mismo. En cuanto al f,non-sexist
573,"@martarovira si no quieres acabar en la cárcel, callate la puta boca ;) https://t.co/58TmmtX2E4",non-sexist
574,@mykingdoblas Como si tu hubieras echo eso callate la puta boca,dominance
575,@kiarafloor callate puta de mierda lo dijiste por mi pelotuda olor a culo cara de culo culo en los pies culo con cara concha de culo olor a culo te llama tu mama la culo sabes culo,discredit
576,"Siempre hay una amiga del novio que por más inocente que sea para uno de novia es la perra hijueputa, que stress prro.",discredit
577,@zvonimirsoldo @FOXSports_Chile No quería empezar el año puteando pero vo te mereces unas chuchas tonto sapo y la ctm rata perra culia :),discredit
578,STRANGER THINGS MERECÍA GANAR HIJOS DE MIL PUTA ME CHUPAN LA PIJA TODOS #GoldenGlobes2018,non-sexist
580,@Ainsuca @Camilochaparro_ @DanielSamperO «El mejor y la mejor amigo o amiga del hombreo la mujer es el perro o la perra»,non-sexist
581,@fedevigevani Cuando te conozca te pego un chicle en la cara a ver si te ves algún día bien,sexual_harassment
582,"@LUCIANA_LEON_R No metas a Víctor Raúl en tu perra das, ya la jodiste , ahora callate",dominance
583,@MandiocaTeFoka si.. comemela a mi,non-sexist
584,@sofiavetrano callate q vos estás re perra,discredit
585,"El arbol este es un pesao, por que tiene bigote? — Cállate la puta boca y disfruta del best gaem https://t.co/sOysnbMbGJ",non-sexist
586,"@vmoulian @baradit Puta el weon hincha pelotas... Criticas a @baradit por su programa, pero tu eres panelista en Primer Plano... EN PRIMER PLANO PO WEEEOON!!!... Chanta!",discredit
587,@garciabanchs Tu eres un grandisimo hijo de puta!!! Porque no intervienes al coñosimo de la madre q te parió? A estas alturas los animales piensan q una guerra es la opción!!!,non-sexist
588,@AgusssLarrosa callate perra q t haces llamar mejor amiga zorra del orto aprende a escribir chau,discredit
589,@pauvillarreal9 Callate cara d perra,discredit
590,"Vergüenza da cerrar el 2017 con el asesinato de Diana Quer, la violación de los San Fermines y el acoso que aun hay, ya es hora de pararlo, mujeres y hombres por el feminismo, por la IGUALDAD, porque locos hay pocos, pero han causado demasiada desgracia ya #noalaviolenciamachista",non-sexist
591,Yo el otro día vi que estaba leyendo junto a Aitana y soltó 'esta chica es un poco zorra no??' y me mosqueó la vd https://t.co/dusLohr3un,discredit
592,@joohexnlee // QUE NO TE PEGO UNA PEGATINA EN LA CARA NO MÁS,non-sexist
593,Movimiento SEMEN! https://t.co/O9SInApXXR,non-sexist
594,Por qué las mujeres tienen el agujero del culo y el del coño tan juntos?Para poder agarrarlas como un pack de cerveza.,stereotype
595,Jejeje 'Puta Madre .... No me lo saques' jejeje tú eres lo máximo Kendall https://t.co/8cDbJPVYJq,non-sexist
596,Merecido después de dos semanas enseñando la ruta más perra en busca la historia de fedex 😌😌😌 https://t.co/b1rwNUrA4o,non-sexist
597,@anaisbernal Sigo pensando con el vómito en la garganta a punto de echarlo que a estos hay que gastarlos y al juez también. Por muy bruta que quede en este momento hasta la castración me parece poco,non-sexist
598,@hydrasitoo Mira hydrox de los cojones se me está inflando la puta panocha ya cállate un puto mes cabezabunque,non-sexist
599,Os habéis pasado décadas llamando 'guarra' a Maribel Verdú por enseñar cacho. O a Victoria Abril. Tampoco vamos a pedirle peras al olmo.,non-sexist
600,Te mereces morir hija de puta https://t.co/YIK0K0iHTd,discredit
601,"@____crlsph No fue de violación ni de acoso ni nada, sino de irresponsabilidad y ni siquiera da la cara",non-sexist
602,"@anaisbernal El problema de ser un imbécil no es serlo,es demostrarlo. https://t.co/QThkKRNPPw",non-sexist
603,@suarezfeelings callate perra arrepentida,discredit
604,"@AdrianVG__ Hola soy Savic, perdona pero tengo ni polla en tu culo y no la puedo sacar.",sexual_harassment
605,"Y tú eres la perra mayor, Hux. No te muerdas la lengua. —Rueda los ojos, colocándose aquel gorro y quitándole el polvo de encima, deteniéndose de golpe frente a el.— Y he acabado mi entrenamiento de hoy, así que, no. https://t.co/CM2pbnNCc4",discredit
606,@As_TomasRoncero @Mateo_Kova23 Comemela perro pa que hables de otros equipo payaso,non-sexist
607,"Me compré unos tacones rojos perra pasión, yo no se porque ando desperdiciando en esas tonterías pero cautivaron demasiado mi atención 👠",non-sexist
608,@mraubreygrey @sweetskipp asi me gusta amor bien rica enseñando las tetas ricas que tienes perra rica,sexual_harassment
609,@LuceroAndraade Nany tú eres bien perra básica,discredit
610,"@AdrianaGlezAl Tú eres tonta, no tienes ni puta idea de lo que mierdas estás diciendo, ojalá y se te enganche el pelo en un tornillo de las sillas típicas de intituto y sufras con cada tirón. Pero desde el cariño te lo digo",discredit
611,"@Miawrta no es culpa tuya, es culpa de esa escoria de persona y punto",discredit
612,@martii_belen10 hija de puta cállate te vas a un crucero deja de quejarte,discredit
613,"'Me pegó un puñetazo en la cara y acabé en el suel', así ha contado Esther, profesora, el acoso que sufrió. Escúchalo con @ExpositoCOPE https://t.co/JtEQ0FpwjN",non-sexist
614,@alyzaid_duarte Callate perra la amaneciiii,discredit
615,"@Barbijaputa Chica, la verdad me da igual que tengas coño o falo y pelotas, lo importante para mí es lo escribes y la verdad lo haces más bien con el cerebro que con los genitales. Así sigue dando guerra!",non-sexist
616,@showproblemaC9 YO CREO KE LA MUJER ES UNA ALTA ZORRA....!!!!,discredit
617,"Tenés que ser muy hijo de puta para decir que eras su novio, le cagaste la vida chabón. Y te mereces lo peor corta.",non-sexist
618,@lautaroaguirree imbecil hoy te pego una piña te fracturo la nariz,sexual_harassment
619,"Estaba cantando re emocion y la perra m beso ,onda callate 😂😂😂😂😂",discredit
620,"@AngelZanella CÁLLATE NADIE TE PREGUNTO, PERRA",discredit
621,Y tú eres una PUTA ZORRA #feminazi de las cuales deberían avergonzarse (y muchas ya lo hacen) las MUJERES https://t.co/HOKJW1uCCj,discredit
622,"Aún tengo mis dudas porque dicen que un hombre es puto por estar con hombres, entonces, ¿una mujer es puta por estar con mujeres?",stereotype
623,@MaestroChuli A mi ponme la polla en la cara y ya veremos quien no ve nada.,non-sexist
624,@alvaroflaherty1 Vos callate que tu perra rompe vasos,discredit
625,Nombre a buena perra hora se le ocurre a mi hermano mayor enseñarle a manejar a mi otro hermano:( adiós mundo cruel,non-sexist
626,Tendrían que pegarte a ti la paliza y que te calles de una puta vez para siempre https://t.co/zncjv32WFn,sexual_harassment
627,@salvameoficial Esto es lo que os merecéis en la puta boca los de salvame? https://t.co/DbYLJIkwhz,non-sexist
628,"@CutieMoon_ CÁLLATE, ERES PERFECTO MALDITA SEA NO LE HAGAS CASO A LA PERRA ZORRA DE TITÁN, QUE TE VALGA PUTA VERGA LO QUE DIGA, AAAAAAAAH",dominance
629,@CFKArgentina Cállate ladrona hija de puta... Caraduras,dominance
630,@IaraPicatto1 Callate que yo tmb te extraño perra,non-sexist
631,#HaceMuchoQue no te callas,non-sexist
632,@rocioquirogaaa @AlbaaRocio Vos tambien callate y contestame los wpp perra 😑,dominance
633,Tu chica es un poco guarra 😊 — Quién se supone que es mi chica https://t.co/bmgezed3wY,discredit
634,@anaisbernal Feliz año nuevo Ana te mereces lo mejor.😘,non-sexist
635,"@__Irenelazaro26 Pero porque tu eres una perra con el corazón de hielo, a mi me gusta el cariño humano 🙆",discredit
636,@marita_hidalgo CALLATE VOS PUTA DE MIERDA,discredit
637,@RinconFortnite Me parece que si la foto gente ya es guarra usando los arbustos del mapa y no los de objetos ya con esto es el siguiente level para guarrear porque eres invisible y no se te oye,non-sexist
638,La mujer a su marido: -Llevamos 20 años casado y nunca me has comprado nada +¿Es que vendes algo? #Afregar,stereotype
639,"@telecincoes @gusgonzalves Te mereces quedarte sin nada¡Tu crees que si a la mujer que yo quiero le llamaran puta yo no me iba a levantar....Y ADEMAS QUE MAS DA ,SU TRABAJO ,VAMOS A VER,ERES UN COBARDE Y UNA MIERDA DE TIO,Que decepcion...mas vale quedarte",non-sexist
640,"escúchame ya me jodería jajajajajajajajajajajajajaja si pa ti enseñar es ser una guarra yo soy biennnn guarra, menos mal que no me respeto que si no... https://t.co/yt5fHp99b7",non-sexist
641,"@bot_11109 @elchiringuitotv @Borjamazarro8 Uno mas imbécil dirás,hasta la polla ya estaba la gente con las payasadas de Alves y neymar...",non-sexist
642,"@CamiTala Jajajajaja cállate imbécil, tu perra casi se come a la mía 😥",derailing
643,@xJustClaudio HIJO DE PUTA Ahora no te mereces tener ese gato,non-sexist
644,"COMO LE VAN A ENSEÑAR A UNA BEBE DE 2/ 3 AÑOS QUR CANTE UNA CANCIÓN QUE DICE 'PUTA BOLUDA, ZORRA', ENCIMA LA CANCIÓN LS TOMAN A CHISTE Y ES HORRIBLE TE DAS CUENTA A LO QUE LLEGAN LOS CELOS? HAY GENTE ESTÚPIDA",non-sexist
645,@nikolas79jf Imbécil nivel escoria de alcantarilla,non-sexist
646,Yo veo a mujeres destruidas por acoso laboral y callejero. Otras con depresión debido a violación sexual o maltrato físico. Y conocí a varias que se suicidaron por este tipo de comportamientos machistas. Vas a seguir con tu show pobre? https://t.co/JE6MEgvIh4,non-sexist
647,Qué bueno que vives lejos por qué tengo ganas de pegarte en la cara por marik😡😡,non-sexist
648,"@Pankedios @Barbijaputa La historia popular se la inventa el pueblo. Ella decide inventarse su parte, aprovechando para provocar a gente como tú. Yo soy un tio y me molesta ver como os poneis a corregir ciertas gilipolleces mientras q luego os escandaliza",non-sexist
649,Aaaa les quería enseñar estas fotos del sábado que me sentía bn perra https://t.co/pgtAiVclTk,discredit
650,Por favor... http://t.co/NS6D55DTdu,non-sexist
651,HumorMachistahttp://twitpic.com/c6q5k - #Humor,stereotype
652,@BebeVitaReal @BebeMiloYT Te madro bebe milo verdad se te ve en la cara que te pego,non-sexist
653,"@LeticiaDolera El arte de la vida es aprender y enseñar y seguir aprendiendo,para seguir enseñando......",non-sexist
654,"@ConElMazoDando Tú eres la perra entre las perras que hay. Perra inmunda, hedionda, malparida, puerca, ladrona, sucia, asesina, pecuecua!",discredit
655,"@Barbijaputa @alberbustos Esto es una puta mierda q da un asco insuperable. No me lo puedo creer, pero q clase de jueces y fiscales tenemos porque esto no va de partidos políticos, va de mentalidades y es insoportable",non-sexist
656,#DeRegaloTeMereces que te trague la tierra por zorra,discredit
657,@TopisimaYo @PadreJosePalmar CALLATE perra muérete de hambre !!!,dominance
658,@AlejoParSw Que rica esta yo si quisiera comemela,sexual_harassment
659,@MirandaLanda22 Ya callate pinche puta y celebra la navidad hija de perra,dominance
660,"'Puede tomar la forma del acoso, el tocamiento, el incesto, la violación o la explotación en prostitución o pornografía. Sucede en el hogar, las escuelas, las instituciones de atención, lugares de trabajo y dentro de comunidades en su conjunto.”(UNICEF) https://t.co/aG3MifLf7o v",non-sexist
661,"@NicolasMaduro Sin agua, sin luz, sin comida. Dios te dé el castigo que te mereces hijo de la gran puta.",non-sexist
662,"Que te vv mi puta vida, cállate, alejate ptm",non-sexist
663,@xIvan_lhdp -Azoto tu cara- Comemela,sexual_harassment
664,@jxshstalker Mi polla en tu culo es lo que hay Pero no porque no soy activa,non-sexist
665,Pueden dejar de decir que una mujer es una puta por disfrutar de su sexualidad o subir fotos en bikini/ropa interior. Me dan ganas de revolearles una motosierra por la cabeza,non-sexist
666,"@LeticiaDolera No tenéis ni puta idea. Sí, digo puta. Tampoco se detuvo al asqueroso 'el chicle' porque una mujer, la suya, mintió y le sirvió d coartada. ¡Su mujer mintió! Sabes lo que pasa cuando se hacen seguimientos o escuchas a alguien sin pruebas fe",discredit
667,"Mira rolitranco el mamagueva tu eres una puta y eso vas a seguir siendo toda tu maldita y miserable vida, y punto y he dicho. Fin del comunicado",discredit
668,@maxgamer3415 Que te calles mascota de mierda maldito fan boy de persona 5 que me cago en tu puta vida negro vete a tu país,non-sexist
669,"Con tantos casos de violacion y acoso sexual, vamos a concluir que el mas sanito de todos era Michael Jackson",non-sexist
670,"Ritmo alto para follarte, no parar hasta sentir los espasmos de tu coño apretando mi polla, tu cara de sexo me anima a darte más fuerte, más profundo, me dices que te reviente, lo haré https://t.co/AFvnGJG6rf",sexual_harassment
671,@Pambisita_1568 @s0ymia Sucio* coges* sobra* zorra* novia* jajajajajaj* eres muy imbécil wey osea que asco das nunca en tu vida has visto un diccionario o que?,non-sexist
672,"@AzulOKey Jajaja callate gila, inviame y voy perra !!",discredit
673,"@Ibi_hotmidori por que no me los muestras, me gustaria poder meter mi polla en tu culo y tu concha",sexual_harassment
674,@el_dinamo Callate viejo culiao. Hijo de puta. Las mil perras q te parieron....complice de asesinatos y torturas a compatriotas. Muerete de una vez.....maldito.,non-sexist
675,@passion_vigna Igual lei que le decian perra a laurita ipocrita que no se merecia el bailando cornuda muchas cosas feas y lei cosas de las fans de lau tambien es horrible,non-sexist
676,Acusan al exrapero y productor musical Russell Simmons por violación y acoso sexual https://t.co/9LHdi1VyyQ https://t.co/ZUgreTzoEo,non-sexist
677,@laurabozzo Callate la boca vieja loca ven lame mi axila perra,discredit
678,"Vendida, @IndiraHuilca, tienes cara para demostrar tu hipocresía, mejor cállate, perra. https://t.co/mLwCXla1nn",discredit
679,RT SEMEN!! Una ayuda para expandir un movimiento necesario @ElMachistaQamas,non-sexist
680,@juanbrujox @darias171 @TSJ_Legitimo @CybernetVzla @jcsosazpurua Dr. En que materia lo enseñaron ese vocabulario de perra de burdel?,discredit
681,"@krmenph5 @pibesevillista1 @babushasogordo @Sevillismo Calla,guarra española",dominance
682,Los exjugadores de la #Arandina acusados de un delito de #abuso #sexual conocían la edad de la menor. Ninguno ha reconocido su participación en los hechos https://t.co/3cF0wfAEe8,non-sexist
683,"@selinac66283070 @machismocalleje @Barbijaputa Propaganda hembrista, Cuando hablas de un hijo de la gran puta que agrede a una niña de 15 años. Tu no tienes vergüenza, eres un pedazo de mierda. Ya te he estado leyendo más veces y eres tan valiente que no ",non-sexist
684,@fullereno374 @Bcnisnotcat_ Tu eres gallego no? Pues tu a lo tuyo... verdad que yo no me meto en tu puta comunidad? Pues tu no te metad en la mía,non-sexist
685,"Mira, cállate un poco porque estás haciendo la pena, pedazo de hijo de la gran puta. Que los putos humoristas de los cojones siempre aprovecháis todas las desgracias para daros a conocer con vuestros lamentables y patéticos chistes. Madura un poco. https://t.co/qEIwP72KEM",non-sexist
686,"********Nuevo Video¡¡¡¡******* Muchos dicen que si sufres de acoso lo digas o hables, sin embargo no todos los acosadores tienen la misma reacción ante las consecuencias, unos simplemente nunca van a aprender y nunca van a entender a base de palabras. https://t.co/XsN21x9N3x",non-sexist
687,@YazminCantuT @ClubAmerica @eduardoushito Cállate perra,discredit
688,"@MartaSUgart @Zurine3 Mujerrrrr no seas asi , es un buen Hijo de puta , incluso un crack del hijoputismo.",non-sexist
689,"@fxCTYSp4mRRVvVV @felipedemicheli @CarlaPastorizzo La mujer: acoso, abuso, violación, violación seguida de muerte, golpes, fuego, maltrato psicológico, femicidio, condena social, le paso por puta, provocadora, desigualdad laboral, igualdad de responsabili",discredit
690,@Franciscodagst no veo la correa de perra para que te traten como mereces,discredit
691,"@MiguelHerreraDT pinche gordo mediocre vete a la mierda junto a tu perra hija gorda eso y más te mereces, tu con tus decisiones insultas más a la verdadera afición",discredit
692,@DaianaCostas_ Callate dijeeeeee! Sos alta perra y punto.,dominance
693,¿Cuántas vidas son arruinadas por falsas acusaciones de violación y acoso? El caso del estudiante de psicología Liam Allan es sólo uno de muchos errores judiciales. https://t.co/Nl64oUt1VO,non-sexist
694,"@PatriaPreciosa Tal vez gege no te responda pero yo si , callate maldita perra acomplejada lambucia miserable",dominance
695,A mi amigo le dijo PUTA pero él no deja de enseñar el pito en Twitter! 🙄,non-sexist
696,"@huerguita5 @EnLuchaMujeres @Relatofeminista Vaya pelis te montas, mírate la puta cabeza primero y preocúpate de los demás después. Abusar y explotar no entran dentro de hacer lo q quiera y ser libre. Ale! A fregar!",discredit
697,@WilfredoNc @diegobuenavent1 @dcabellor @alejabolivarian @chavezcandanga Que hijo de perra eres cállate idiota,non-sexist
698,@Esmexcnco @uggzo Hola reyna tu eres cncowers y apoyas a esta uggly zorra no lo puedo crerr,discredit
699,Voy a enseñar a la perra Celia a arremeter el edredón. Hoy está para ello.,discredit
700,No entiendo por que nunca me puedo quedar callada cuando me dicen algo la puta madre siempre tengo que insultar😡,non-sexist
701,@jabuffarini te mereces lo peor hijo de puta. Preparate para la rotura de ligamentos mala leche de mierda. Bostarini la concha de tu vieja. Nunca mas un ídolo en mi vida son todos garcas.,non-sexist
702,@bbongiov Ay pero si sos la mas perra callate,dominance
703,@mendezr_agus jajajajajajaja perra te lo merecías,discredit
704,"@Agstinaramos5 Cállate, vos porque ya estás casada maldita perra",dominance
705,"@Ethan_Ash62 Mira Ethan voy a putear a quien merezca ser puteado sea k, M o x y, pero estos hijos de puta avala el roban pero algo hacen eso nos transforma en un país de mierda y no por el país sino por la gente, y estos enfermos de mierda avalan todo",non-sexist
706,"@alvaro_delgado @NegroMontesMX @ManceraMiguelMX 'operativo'??? Eso es acoso, prepotencia y violacion a derechos civiles. Esos sujetos que fungen como policía son para secuestrar.",non-sexist
707,"¿Que por qué me encanta @mermise ? Pues porque es la puta ama, ahora cállate q me tienes hasta el kiwi.",dominance
708,Aborto de ardilla — Jaja callate aborto de perra sarnosa https://t.co/tHql0k8kpc,discredit
709,@grunppy @Antoniuruizd @Relatofeminista 'Yo soy puta y feminista. Ser puta es el trabajo más feminista que existe no lo sabíais? ' Las idioteces que hay que leer pfff 😒😒😒,non-sexist
710,"¿Desde cuando una chica es zorra por el simple hecho de tener amistades con pene? Las mujeres podemos tener amigos hombres sin necesidad de que haya algo más que una simple amistad, que triste que ella no pueda tener amigos famosos sin que la tachen de zorra y robafama https://t.co/arYrEY8Lhy",non-sexist
712,@MikeDeLioncourt @carloscramz Mike tu eres una zorra 😊,dominance
713,@JakyMemes Si tu eres tan perra que te comes hasta la tela https://t.co/jOLpF8BNo6,discredit
