,id,text,label,misogyny_category,target
3137,1163,@freechipsy ESA MUJER ES UNA ZORRA,1,discredit,active
741,469,"@vozdelatierra Basura, tú eres quien no tiene la talla para representarnos en el Congreso, no haz hecho ni mierda en tu perra vida!",0,0,0
1223,588,@AgusssLarrosa callate perra q t haces llamar mejor amiga zorra del orto aprende a escribir chau,1,discredit,active
2045,2338,@Anilinda007 Callate bot hijo de puta,0,0,0
22,1276,"@jsplassme CÁLLATE PERRA, HIJA DE PERRA, SOS UNA PERRA",1,discredit,active
515,2914,— Yo prefiero mandar audios de dos minutos por whatssap en vez de escribir. — Tú eres un hijo de puta.,0,0,0
815,1480,@Trolasodemierda el empujón en plan cállate la puta bocaaa,0,0,0
473,2017,@ignaciodover comemela hso y si cojemos ahi nomas no pasa nada ahre,1,sexual_harassment,passive
187,2896,@OficialYuri De hecho Dios vomita a los tibios. Y tu eres tibia. Hipócrita. Puta a escondidas. Doble moral. Ya estas vomitada https://t.co/noOHOXP11u,1,discredit,active
283,1501,"@elajidetuvida .El acoso y la violación tiene connotaciones muy prifundas. El poder económico de estos acosadores tiene el mismo efecto que un cuchillo en el cuello por violadores. Los poderosos se aprovechan de momentos vulnerables de sus victimas,ahora ",0,0,0
13,2933,"@vikidonda Sos una impresentable roñosa, no mereces el lugar que ocupas, no se te cae una puta idea además de hipócrita que no soporta el debate",1,discredit,active
1217,1417,Ahhh.siiii...el idiota de antes. Te paso las fotos de esta noche. Tu eres un hijo de puta especial. Pra ti si....,0,0,0
1201,2561,"Trabajé 12 horas,me merecía tomarme el colectivo vacío y con aire. La puta madre",0,0,0
2057,2109,@Fukensito Y por que Miriam y no Mireya? Ana se merecía la salvación por que hizo una actuación de puta madre. #OTDirecto13D,0,0,0
2889,1106,tú callate mamaguebo que eres rolo e' puta,0,0,0
1832,1784,@Faventinaa Tú eres perra sólo conmigo.,1,discredit,active
1875,146,"Ole tu, solo le falto decir que con Franco eso no pasaba https://t.co/27hVQOiL1K",0,0,0
2217,2644,a veces quiero opinar algo pero me doy cuenta que no tengo ni puta idea del tema y antes de decir cualquier cosa mejor me quedo callada,0,0,0
1426,375,@LaJornadaMaya Si denuncian acoso sexual.—le quitan sus derechos sindicales. Cuando naciste imbécil no tienes remedio. @Observa_Tuimss @Tu_IMSS,1,discredit,active
1286,2413,"'Mi novia es sevillista y es una puta más'. Cómo calificáis eso @RealBetis? No es violencia verbal hacia la mujer? Y lo sacáis en el canal OFICIAL de TV del club... Después os llenáis la boca. Retratados, una vez más. Sois de vergüenza. https://t.co/TfY7WcaBTk",0,0,0
2987,3083,Callate zorra de Piñera https://t.co/66Z764I6Jw,1,dominance,active
1117,2590,@lopezdoriga Tu eres la puta del gobierno y del @PRI_Nacional y no soy bot...,1,discredit,active
2912,1997,@la_patilla Callate infeliz eres una perra de los cubanos,1,discredit,active
2933,2074,"@zhorro4 tu no eres artista, tu eres una puta buscando enchufado, con el perdón de las putas.",1,discredit,active
925,2951,@CastelliJonesA @BumperCrop1 Pero cállate! Dejá de justificar las cagadas de ese hijo de puta que fundió la economía de un país. Y sácate el casete de los peronchos y los k y toda la mar en coche y agarrá un libro de historia y economía porque estás pasan,0,0,0
1347,2388,"Que tal otro aporte anónimo son de la puta de mi esposa, así los dejó en navidad enseñando le los calzones al vecino rt y siguenos @TANGASUCIA @Tangasrobadas https://t.co/70ioUjveqY",1,discredit,active
404,3229,"Señora, si no tiene ni zorra de lo que está hablando cierre la boca... Y así, no quedará como una autentica imbecil",1,dominance,active
3223,1900,@MaviMartinezok Callate la boca perra desgraciada,1,dominance,active
553,1418,"@Lape_Fans @valeriaberamend @violeurtizberea @Murielsantaok Pues eso, cállate la puta boca.",1,dominance,active
2335,2142,"@Angelalerena Sos muy hija de puta, no te mereces que te sigan ni tus hijos...",1,discredit,active
1391,1379,¿Por que si a una mujer le pegan un tiro en la cabeza dura tres dias en morirse? Porque a los tres dias la bala encuentra el cerebro.,1,stereotype,passive
589,3037,Iros a la PUTA MIERDA Mireya se merecía más quedarse #OTGala7,0,0,0
935,489,"CUANDO VAN A ENTENDER QUE CON ESOS TEMAS NO SE BROMEAN SI TU HACES BROMAS SOBRE LA PEDOFILIA, VIOLACION O ACOSO SEXUAL ERES UNA MIERDA DE PERSONA",0,0,0
408,455,@ramongrauserra @fmarcalvaro Y tú eres un hijo de puta catalán,0,0,0
505,2946,"@Zalaca1 @Zurine3 @vmm7773 Lo desconocía eso, lo que use tipejo para defender a una escoria como esos, no justifica ir en contra del cine porno o cine para adultos que es como se conoce, cierto es que si miras porno desde muy joven puedes hacerte una idea",0,0,0
1222,2649,"E insisto con esto de 'libertad de expresión, puedo decir lo que quiero' claro, nunca en la puta historia enseñaron el concepto de libertad. Que claro, va de la mano con la Responsabilidad. Es decir, q lo que expreses de manera libre tiene q ser de forma responsable.",0,0,0
3183,3303,@Micaela2907 JAJAJAJAJAJA callate Mica zorra,1,dominance,active
1012,112,"@IrantzuVarela Encuentro fascinante como los tíos cogen una prueba de su inutilidad (frígida, mal follada, coño reseco) y tratan de hacerlo pasar por un insulto hacia nosotras",1,discredit,passive
114,3115,"@Valen_godoy565 vos sos una hija d puta , callate mejor",1,dominance,active
2491,1548,-Un corte en la garganta y se dejaba de dramas. Pero como es una zorra dramática... 🙄🙄🙄🙄- https://t.co/YiqS05R5c8,1,sexual_harassment,active
1070,1735,"El problema sieeeeempre del alumno. No es que los alumnos no quieran aprender, es que no tienes ni puta idea de cómo tratarles y enseñarles.",0,0,0
1804,1151,"Agos te voy a extrañar bocha perra pero te mereces el mejor viaje de todos t amo mil, te voy a extrañar mucho mucho enserio https://t.co/PhRKFBNuYb",0,0,0
3283,1401,"@EdMalinovka EL PUTA MADRE ES LO MÁS Y MALUMA ESTÁ PRECIOSO, ASÍ QUE CÁLLATE.",0,0,0
1390,2527,"@NaiaWerro Hija de puta, chik piña te merecias, pero no, me dabas lastima del pedo que tenías jajaja",1,discredit,active
1828,942,"@Hitler__Braun Busca por diccionario. Q es lo siguiente después de guapa? Exacto, guarra",1,discredit,active
2454,94,"Apartas el tanga a un lado, posas mi polla en tu coño y te dejas caer despacio metiéndola entera, que placer me da sentir como aprieta tu coño durante todo el recorrido, baja nena https://t.co/EAzApav28W",1,sexual_harassment,active
416,3165,@ileeerc Callate vos zorra,1,discredit,active
1109,68,Pegarte en la cara con un sartén > ver Friends. https://t.co/HGNu2v8g7C,0,0,0
588,933,"Las viejas de antes, puteaban bonito para ganar dinero. Las de hoy acusan de acoso o violacion a algún pobre y buen hombre.",1,stereotype,passive
145,1793,¿Por que las mujers fingen cuando hacen el amor? Por que se creen q nos importa.,1,stereotype,passive
3042,2058,@RanguGamer Tú puedes rangu si pudiste con la zorra de Dahlia podrás con esta tú eres el phoniex de la vida real,1,discredit,active
1470,1854,@Barbijaputa Lo de escoria también es digno de un orador,0,0,0
1405,1507,"🧐🤔🤔 “puritanismo sexual” en pocas a Catherine Deneuve no le parece acoso que un imbécil te toque porque le gustas, es un coqueteo tonto... #fuckU Cien artistas e intelectuales francesas contra el “puritanismo” sexual | Cultura | EL PAÍS https://t.co/sdafn9As3J",0,0,0
1232,2291,@Nbenitezzzz Callate mentiroso hijo de re mil puta,1,discredit,active
51,270,Mecagontodo 2 tíos en clase aprueban y llevan 35 min quejándose de su nota tío que has aprobado callate la puta boca 😂,0,0,0
1823,1293,'Lena Dunham prepara una serie sobre feminismo para HBO' Afirman que se rodará integramente en una cocina. #NewCine http://t.co/xJcFGo61c4,1,sexual_harassment,active
2710,3180,@troncomachin Que te calles puta de mierda https://t.co/65oVOwG1by,1,discredit,active
1258,1454,@__wangpuppy Que voy yo y te pego con un pene en la cara cabrona,1,sexual_harassment,active
1116,371,Minimo denuncia por acoso sexual e intento de violacion telepatica https://t.co/ToVK3NlOtH,0,0,0
1593,2376,@gravitysweigh me molesta que diga que las tías no valen una puta mierda por enseñar su cuerpo,1,discredit,passive
1726,900,@joancach @DaleFiera @mauroboselli Toñito otra vez tu??? Ya cállate y disfuta el triunfo de nuestro equipo ta perra puta madre!!!,0,0,0
1891,2000,@JuanZepeda_ @Ale_BarralesM Cállate mi perra https://t.co/3nWSOKUwxG,1,dominance,active
2007,1077,Decirle la verdad en la cara a un idiota y que esa verdad le duela tanto que llegue al punto de pegarte un puño es de las cosas más satisfactorias que hice esta semana. #SorryNotSorry.,1,discredit,active
68,3322,Y la remata el padre enseñandole a la hija a sacar plata puta madreeeee,1,discredit,active
1843,2754,"@alfreserramanci mira grandísimo hijo de puta, mal parido, rolo de cabron tú eres una grandísima plasta de mierda que solo pusiste al becerro de Maduro acabar con la economía de vnzla",0,0,0
1138,22,@eduardoc60 @RuiDeAzevedo411 Rui si tu eres una perra enamorada,1,discredit,active
1007,2284,1ro De Enero Accidentado Hmanito Y Familia PREOCUpaDos...Hay Q Ser Muy HIJOS DE PUTA PARA PROVOCAR UN ACCIDENTE Y ABANDONAR A LOS DAÑADOS...,0,0,0
3206,3041,@Republicana2018 Callate troll y la concha de tu puta madre. Dejá de decir pelotudeces que sólo te pueden creer los descebrados globoludos.,0,0,0
1158,509,"Ni perra , ni puta, ni zorra nada de esa mierda LA MUJER ES MUJER Y SE RESPETA ASI TENGA MIL NOVIOS Y SE DIVIERTA CON ELLOS COMO SE LE DE LA HPTA GANA :) (Y)",0,0,0
1184,1676,"@29valerdz Uy mejor me pongo a ver tu tw en vez de ver Teresa, tu eres la mas perra",1,discredit,active
328,302,@BIoodyCountess < cuando porque poco más puede hacer maldita zorra tetona. No mereces el apellido Bathory.-,1,discredit,active
512,289,"@billboard Ay estúpida perra gracias a otros tu eres famosa , idiota!!!",1,discredit,active
2176,3129,"'Hay muchas mujeres que siguen calladas y con miedo a perder su trabajo' Norma Cardozo, víctima de acoso en @itaipuparaguay #R800AM",0,0,0
2199,242,"@CamiIa_CabeIIof Me olvidé un millón de cosas, pero bueno, tu novia es muy doris. TE AMO MUCHO, ZORRA. ME ENCANTAS DEMASIADO.",1,discredit,active
2818,2913,"Que tan hijo de puta tenes que ser, que tan enfermo tenes que estar para hacerle daño a un animal. Te mereces la peor de las muertes.",0,0,0
249,802,@Martukkki @mividaconmi @yodominguez Es que la puta libre lucha denuncia la explotación sexual. No tiene nada que ver! Por la explotación laboral en la industria textil vamos a abolir la industria textil? No. Vamos a perseguir la explotación,0,0,0
1139,1033,"@jordi_canyas @ZARA @barcelona_cat Menudo imbécil eres, de lo que cobran los trabajadores te importa una mierda. Menuda escoria...",0,0,0
1934,3132,@diegobossio @diputadospj Cállate gordo hijo de puta. Vos tampoco te vas a poder ni siquiera subir al helicóptero...,0,0,0
2735,3348,@X0S0G0 deja ya de decir tonterías si la escoria de su exmujer hubiese estado mal.no saldría en las fotos riéndose,1,discredit,active
2718,2199,"Puta, deja de enseñarme el tenedor. Hacía apenas cinco minutos había tenido fuerza suficiente para clavárselo y ahora no la tenía ni para mirarlo. ¿Qué hacíamos? Me echo a reír entre dientes.",1,discredit,active
535,968,@PrincipeVaron @_Brix__ @Re152005 @Barbijaputa @Yiyefly Coño eso parece un lobo xdios..donde esta el lazo del pelo ehhhh 😈😈😈😈😈,0,0,0
2102,2731,"@kike_0901 Ya cállate a la verga, tu eres una puta bestia",1,dominance,active
2309,1155,¡¡¡Ahora si!!! ¡¡Hoy empieza la lucha!! Esto es cosa de hombres!!,0,0,0
2697,2056,@hectorguimarey Lo unico que quiero es que te calles hijo de puta flequillos,0,0,0
3166,3022,@TarekWiliamSaab Y tu eres una PUTA muy util a maduro y la banda de delincuentes...,0,0,0
1297,2314,"Baby, por qué eres así? Tú eres puta",1,discredit,active
2810,1223,"@danlntifada @fatinascidi @manolivizoso @Zurine3 @Jvillaver2 https://t.co/HG4ljNlwR3, coño entonces tu eres de lo que te guias por el antes de cristo y despues de cristo,cuando llegamos los Españoles,y le contagiamos todas clases de enfermedades Europeas ",0,0,0
1813,2215,@nerayu3107 Cállate la puta boca que me muero de la risa again,1,dominance,active
851,2342,"Odiame pero al mirarte a un espejo recuerda: yo soy agil y atractivo, tú eres una puta cerda Y es que tienes tanta tonteria y tienes tanta maldad, que en algun sitio de tu cuerpo se tiene que acumular",1,stereotype,active
1307,720,no me va a dar rabia porque me di la inyección callate estúpida no me muerdas vos que sos perra https://t.co/VetY24HKjG,1,discredit,active
1478,582,"@LUCIANA_LEON_R No metas a Víctor Raúl en tu perra das, ya la jodiste , ahora callate",1,dominance,active
921,2687,PUTA MIERDA COÑO. Se merecía quedarse Mireya coño. #OTGala7 pues nada Cepeda nominado otra vez.,0,0,0
1588,2664,"Nada te pidió tu puta opinión cállate alv. -Yo, cuando me dan una opinión que no pedí.",0,0,0
196,706,"@alvaro_delgado @NegroMontesMX @ManceraMiguelMX 'operativo'??? Eso es acoso, prepotencia y violacion a derechos civiles. Esos sujetos que fungen como policía son para secuestrar.",0,0,0
2683,1282,"Como por ejemplo esto, me produce una sensación de ansiedad y ganas de ir a cortarle la polla al imbécil https://t.co/ByxbzTRNEM",0,0,0
759,2668,Grillo de mierda son las 3 de la mañana callate la puta madre hace casi 24 hs que no duermo hdrmp!,0,0,0
2225,1677,"Internet se nos fue de las manos y muchas vidas la están pagando ahora. Suicidios, acoso, violación a la privacidad, exposiciones innecesarias, robo de identidad... y no se está hablando mucho de ello. No como deberíamos hacerlo. https://t.co/0IhzzOlSrt",0,0,0
376,1662,@Marialupe__ Si me pasó. La perra de la ex de mi novio hacia lo mismo lo chistoso es que el sabe que pongo & que no. Todas ridículas.,1,discredit,active
295,3210,Javier A: 'hay un vídeo que dice que si quieres comerte una polla...' Noemí: 'CÁLLATE',1,sexual_harassment,active
150,821,Perdón Chofi pero a mi me diste a entender que la mujer es una perra ajajajajajjajajajaja https://t.co/0T6sKarW9Z,1,discredit,active
220,337,"La puta madre qe buena novia es esta piba Quiero una novia asi, esos regalos enamoran",0,0,0
763,1312,tu te mereces mas que un escarnio publico hija de perra https://t.co/2mVpT5YoPt,1,stereotype,active
2121,1834,@elespanolcom @Barbijaputa @lorenagm7 @elespanolcom @lorenagm7 Demostrando la clase de escoria que son.,0,0,0
1124,203,Es la hora de la siesta. ¿Cómo se dice 'siesta' en femenino? Fregar los platos.,1,stereotype,passive
1430,3248,@Phoebe_Grey50 Entonces puedo darle a niña su premio? - digo moviéndome contra tu rostro haciendo que mi polla suba y baje en tu cara -,1,sexual_harassment,active
2299,1580,@_brisayanet te lo mereces x no bailar conmigo ayer pedazo fe puta,1,discredit,active
1714,2669,"Adán canta “mi novia es sevillista y una puta más”...enhorabuena por la victoria. La prima, podrías usarla para que te enseñen valores, respeto y comprarte algún libro de autoayuda para semejante idiotez.",1,discredit,active
1257,1832,"#JUGONES Pedrerol, tienes la polla de Guardiola atravesada en la garganta y no puedes ni respirar de la tirria que le tienes.Mira que Guardiola no es santo de mi devoción, pero pasar de puntillas por el descomunal trabajo que está haciendo con el City te convierte en un mediocre",0,0,0
282,3075,@verxfem tonta de la polla dice anda cállate 1 ratico,1,dominance,active
2887,1055,Fav si te vienes a dormir conmigo y te pego una patada en la cara al despertarnos por la mañana.,0,0,0
2327,264,La puta escena en la que la asiática salva a Finn? Pero tu eres subnormal o como va?,0,0,0
1603,1921,@JuliGts96 @elperiodico @jordievole Pues comemela,0,0,0
1383,1515,¿todavía piensan que una mujer es perra porque habla de sexo? O ya dejaron atrás ese estúpido pensamiento.,0,0,0
1469,2642,dices que eres super puta porque le diste tu numero a un chamo que ni conocías ... cállate niña rata,1,discredit,active
316,2029,"@DrballackJuanma @policia Por supuesto que no todos son así,la mayoría son como el como la escoria de al lado, por cierto a lo segundo en que mundo vives? Xdd",0,0,0
3222,1005,"-¿Dónde vas con esas rodilleras nena? -A una entrevista de trabajo -Ah, entiendo",1,stereotype,active
1907,906,@Dana__51 Que te calles puta parguela xd,1,dominance,active
955,3244,"@Phoebe_Grey50 - me acerco quitándome los vaqueros, y me siento en el suelo dejando mi polla bajo tu coño- veamos si te excita mojarme - tomo mi polla con una mano maaturbandome y con la otra comienzo a jugar en la pantalla del celular -",1,sexual_harassment,active
1186,1359,@Alechaschas 12 años jugando a la Play le enseñaron bastante. Que hijo de remil puta!!!!!!,0,0,0
3286,2420,@Sabbatella Cállate ladrón hijo de puta si durante muchos años ustedes se cagaron en el pueblo se le terminó la impugnidad lacra,0,0,0
1243,1017,"@Javier_mg10 @sergio_gnzlz Callate puta, no te metas",1,dominance,active
3179,1678,Por violación y Acoso sexual https://t.co/TSRoNVRY22,0,0,0
1731,3263,@JDanceInTheDark no puta levanta tu coño puta busca trabajo puta consigue un negocio puta chupa una polla puta,1,discredit,active
3104,83,"@aloayzah @MangeSuazo @joseantoniokast Oye, clouseau, de tanto pegarte en la cara ya la tienes plana. Algún otro argumento aparte de repetir mil veces un emoticon?",0,0,0
2202,1046,"@Hugo_Gutierrez_ Te mereces que te agarremos a patas en la zorra, gargajos y combos en el hocico viejo culiao, ojalá no te cruces en mi camino",1,derailing,active
1262,2249,Inés arrimadas cállate la puta boca de una vez me dijo el mundo estaba kung fu bailando,1,dominance,active
2107,549,"Ahhh claro, captas eso pero no todos los malditos palos que te tiro y andas con el que 'te boludean', te pego o lo hace alguien más?",0,0,0
351,165,"Estamos en un Estado de igualdad, no? Para cuando la escena de un hombre que diga, 'busco a una guarra para poder fornicar como un loco despechado hasta nuevo año'? No es esto una descarada y funesta forma de incitar el incorrectismo coyuntural y los falsos modales? https://t.co/MXq3X8JFrD",1,derailing,passive
3140,1322,@javi_nolasquez Haha ay cállate si aquí el que es la perra sexual de los profes eres tú! Y 20 pero en la cola ojete !,1,stereotype,active
2577,943,"Desde el New York Times y The New Yorker publicó por primera vez las acusaciones de acoso sexual y violación contra Harvey Weinstein por Rose McGowan, Gwyneth Paltrow, Ashley Judd y docenas de otros, el productor desgracia ha sido despedido de su empresa y fiscal d ...",0,0,0
2092,3284,"'es que con ese escote pareces una guarra', 'esa falda tan corta...', 'las medias de rejilla... (puta)' en fin.",1,discredit,active
2455,3278,Lo mismo que sintió Miare y muchas chicas más que sufrieron tu acoso y tus mentiras. Imbécil. Puto asco https://t.co/o7DO7euRsp,1,sexual_harassment,passive
2777,2507,"soñé q le decía a simon poxyran q su novia es re linda y q estoy enamorada de juan, la re puta madre si tan solo fuese real 💔",0,0,0
2144,2772,"Una mujer denuncia acoso, abuso o violación y la mandan a la casa. Despues quieren parar los femicidios poniendoles mas pena. Cuando no te da, no te da.",0,0,0
626,960,"@Antoniuruizd @Relatofeminista Es super emponderante ser puta , es un trabajo, no lo sabias?? Y vender tu cuerpo y a tu hijo, ya ni te cuento! Empodera la hostia!! Y ser gender fluid la rehostia!! Es el nuevo pack neoliberal! Tres en uno!!",1,discredit,active
1250,1701,le tengo que enseñar a mi perra a cerrar la puerta porque la abre y no se da cuenta de quE TENGO EL AIRE PRENDIDO,0,0,0
2283,49,"@pauli_lovagnini JAJAJAJAJAJAJA cállate perra 😂. Lo que debe ser ese video 🤢, we",1,dominance,active
3059,2434,"Y tú eres una puta mierda que solo sirves para decir gilipollas y q gente como tú te den la razón, que vivan las fiestas y más las d pueblo https://t.co/FlfTcshHQD",1,discredit,active
2591,3056,"Y los que no se denuncian... hagamos números. El acoso a las mujeres es diario. No todos los hombres son acosadores, pero todas las mujeres han sido acosadas. https://t.co/jza9llhqWA",0,0,0
2785,2243,"@Daniela3313oksd Cállate troll imundo, defensora de corruptos, hija de puta",1,discredit,active
228,2155,@kevshoftrobleis SALI PUTA **le pega** TE MERECES TODO KEVSHO,1,discredit,active
2588,412,"@pepealtleft O sea q existes eh? TÚ eres la puta rana?? Ahora verás, tngo 1regalito preparao pa ti...",1,discredit,active
1020,2268,Esta tarde me dan un regalo de reyes que aún no había llegado. Ya os enseñaré la puta pasada...,0,0,0
3270,3154,Una polla bien gorda en tu culo!! https://t.co/QVOJ6n5yKE,1,sexual_harassment,active
2446,1172,"@kirneak @lhrivero75 Tu eres más de manifestarte con nazis sin reparos como el Vlaams Belang, hijo de una perra sarnosa y cien mil padres distintos, desconocidos y sifilíticos. Puto nazi. Escoria. Purria. Pedazo de mierda.",1,discredit,active
434,2149,@Everfetts Cállate y respóndeme perra,1,discredit,active
1179,2535,MIRA TODO LO QUE DESPERDICIASTE LA PUTA QUE TE PARIO NO TE MERECES VIVIR https://t.co/dorE3WkpCZ,0,0,0
944,2820,@CarlosSalazarB @hcapriles TU ERES OTRO HIJO DE PUTA COMO EL CAPRILES,0,0,0
738,1073,@pildoracida No a desafinado asi que callate la puta boca y asume ya que es una artistaza de los pies a la cabeza https://t.co/KrLNUSKnP3,0,0,0
2354,1171,CALLATE YA NO TE PUEDES ESTAR RIENDO CADA PUTA FRASE CALLATE A LA VERRRRRGA YAAAA,0,0,0
153,2264,@paquitoeldela13 @FuriaRojaTV Que murmullos ni que hpta. Callate futbolera hijo de puta no estes sapiando peorra. Que no sabes ni mierda @tulioagomez es quien contrat.,1,discredit,active
2936,917,@CasftSamu CALLATE PUTA EJEJAJ,1,discredit,active
958,1344,@FakuuFlores No todos tenemos tus mañas zorra,1,discredit,active
864,1579,@thajese Perra ella; tu eres una reyna 👑,1,discredit,active
540,851,"@iduvina Zorra terrorista, imbécil e ignorante sos vos.",1,discredit,active
685,2525,Son mentías preciosa; tu siempre serás mi bebe. #sorento tú eres mi gordita y el #GLI es mi perra 😂🤘🏽 https://t.co/01TqPLw5sC,0,0,0
164,891,"Me desagradan las personas que ven una publicación de un perrito y van y comentan una foto del suyo, callate perra falta de atención, no me interesa ver tu adorable perro, en este momento estoy admirando a otro, espera tu turno con los demás perritos adorables",0,0,0
2195,963,"@IgnacioSena1 Callate hijo de perra , como estas amor?",0,0,0
1002,1193,@la_patilla Desgraciado hijo de perra cantante panameño ojalá que un venezolano té de lo que te mereces,0,0,0
885,1766,"@Antoo_1704 Estuve 7 HORAS ayudando a mi perra para que tenga a los perritos, hace 2 DÍAS que no dormía jajaja me lo merecía",0,0,0
2650,3103,MÓNICA CÁLLATE YA LA PUTA BOCA #OTGala7,1,dominance,active
2863,666,"@LeticiaDolera No tenéis ni puta idea. Sí, digo puta. Tampoco se detuvo al asqueroso 'el chicle' porque una mujer, la suya, mintió y le sirvió d coartada. ¡Su mujer mintió! Sabes lo que pasa cuando se hacen seguimientos o escuchas a alguien sin pruebas fe",1,discredit,active
2533,1345,Uno de mis propósitos para este 2018: enseñarle a mi perra a traerme el desayuno a la cama.,0,0,0
1207,3226,@jubarrientoss Cállate puta que vos sos cómplice,1,discredit,active
1887,832,CACHO GUARRA QUE TE CALLES YA Y ME DEJES ESTUDIAR https://t.co/YKoWtvaRwB,1,dominance,active
897,1893,"¿para que se inventó el alcohol? para que las feas, gordas y canis perdieran la virginidad.",1,discredit,passive
2587,872,"@ernestog_v Cállate el hocico perra, básica tu gfa y otras ciertas personas que conocemos jeje, lo puse por cosas que me han pasado y ahora finalmente me han hecho pensar así, mejor ve a joder a tu minion fav ok, d antemano grax",1,dominance,active
29,892,"@NPamaguirre @todonoticias eso sería violación de la privacidad y alentaria a algunos a cometer acoso y crimenes. obviamente el hecho de que una persona se haya cagado en los derechos de una persona, no significa que tengamos que rebajarnos a su nivel par",0,0,0
2568,1422,Bueno callate esos dedos perra https://t.co/SanYHqwxTi,1,discredit,active
2431,645,@nikolas79jf Imbécil nivel escoria de alcantarilla,0,0,0
3300,16,"@JeronimoWEB @Zurine3 @Juliotrumpet Es preocupante que todas las fantasías sean hacernos daños y follarte a tu hija, yo me lo miraría",1,sexual_harassment,active
1725,778,"Entendía la diferencia entre acoso, violación y coqueteo hasta que la nación del fuego atacó.",0,0,0
1635,1851,"@VilaCoia No se si vomitarte en la cara o escupirte, ¡ESCORIA!",0,0,0
1864,1940,"No es o era sueco, si no, australiano. En Suecia la policía lo acusa de violación y acoso sexual a dos mujeres. https://t.co/TQEKM0KSkF",0,0,0
1614,2055,@agaxiolag cállate puta! Aprende a hablar y blanqueate el hocico. #ExatlonMx,1,dominance,active
1565,132,Tengo frío en mis piernitas.... ahhh pero quería venir en perra enseñando pierna no?,0,0,0
796,697,@WilfredoNc @diegobuenavent1 @dcabellor @alejabolivarian @chavezcandanga Que hijo de perra eres cállate idiota,0,0,0
2971,1891,"@sr_hater_ Claro, por subir la foto que le dé la puta gana a su Twitter es una guarra. Asocias enseñar carne con ser guarra. Espero que seas de los que lleva jersey de cuello alto en pleno verano.",0,0,0
2513,2627,La puta mierda es que las dos chicas son puto guapisimas y super maduras y yo me cago en dios porque a ellos les conozco tan tan bien y se tan bien que son unas verdaderas personas horribles super vagos y manipuladores que de verdad me duele todo,0,0,0
633,1715,"@cristinabernxl Y bien que hace. No eres ninguna guarra por enseñar tu precioso cuerpo. Eres preciosa y los que piensen lo contrario, fuera. 🙄💕",0,0,0
470,2379,"@velaskus_ @baessys que te calles la puta boca y si está opinando lo mismo que tú no te pongas a sacarle la puntilla a todo que pareces retrasada, eso.",1,discredit,active
2191,341,@AyudaMadrid @LeticiaDolera Le deseo una muerte lenta y dolorosa a la escoria humana que le ha hecho eso al pobre gatito.,0,0,0
888,2663,"Nadia me va a enseñar a ser una perra odia hombres, la amo💕",0,0,0
1512,2118,Wey eres más puta que tu bato mejor callate,1,dominance,active
2369,3078,"Cierto. Y ni se diga en bici, no tienes la carcasa, así que si traes falda ahí les encargo el acoso y los prejuicios. Bueno de TODAS formas y en donde sea, les encargo el acoso y los prejuicios 🙄 https://t.co/AZ9CQxNg1r",0,0,0
93,1267,"@iamyamille Últimamente a la gran mayoría de actores/cantantes famosos los están acusando de violación u acoso. Btw, gracias por responder",0,0,0
1363,2488,— Yo soy un espíritu libre. — Tú eres un poco puta.,1,discredit,active
1165,2368,"ya sé que tengo 15 pero parezco de 10, cállate y dame mi puta bolsita de dulces alv antes de que me enoje",0,0,0
1442,1096,"Violencia machista, acoso escolar, violación de derechos humanos, privación de libertades, homofobia, racismo, precariedad, corrupción ... Que en 2018 avancemos para terminar con todo esto. Salud y felicidad 😘❤️",0,0,0
1659,3319,"@MarcoGuzgon @itzelloopez tú eres una señora puta, eso ya lo dijimos anoche 😊♥️",1,discredit,active
2230,1730,@YolandaNeed Callate perra yo hago lo que quiero,1,dominance,active
1645,1011,"@ChicoMaravillx Y tú eres bien puta, me ofreces el culo.",1,discredit,active
103,1760,@julipozzi33 @Iruustevenot7 Cállate puta,1,sexual_harassment,active
15,2630,Santi: estoy aburrido Tia: por qué no trajiste tu pista así jugabas? David: Cállate hija de puta de pedo que lo hicimos olvidar😂 #MerryChristmas,1,dominance,active
3189,806,El acoso cibernético y la violación a la intimidad son faltas graves. #DENÚNCIALO,0,0,0
3060,1372,"@elpais_espana De hecho, tanto, que puedo decir que con Franco eso no pasaba.",0,0,0
1915,2410,Ana War ya puede inventarse la letra y llamarme hijo de puta que la voy a adorar igual #OTDirecto14D,0,0,0
477,2950,"Adán: Mi novia es Sevillista y es una Puta más!!!! 👍👌 esto confirma que de pequeño te hicieron una lobotomía y claro, así quedó el niño https://t.co/wHL0bULu0L",1,discredit,active
1280,1604,"@LidiaInfanteM @dbravo Porque tú eres una Susana Griso, la típica imbécil crecida en la cultura burguesa del acoso y la denuncia q quiere una sociedad policial en la q pueda refugiar su victimismo cobarde y políticamente correcto (promulgado por los medio",1,discredit,passive
1306,1415,@NexusSep @ximicomics @Barbijaputa Pues aki tenemos a los nietos y tataranietos de un genocida viviendo de puta madre,0,0,0
2197,38,"Dos amigos hablando: -Raúl, q me das por mi mujer? -Nada -Trato hecho.",1,stereotype,active
